key,text
MAP_ANOMALY_CH19_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH19_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH19_N13_DIALOGUE_02,ENM041: [왜곡된 적대 파장]
MAP_ANOMALY_CH19_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH19_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH19_N13_TITLE,특이 위협 신호 · ENM041
MAP_ANOMALY_CH20_H03_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH20_H03_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH20_H03_DIALOGUE_02,ENM042: [왜곡된 적대 파장]
MAP_ANOMALY_CH20_H03_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH20_H03_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH20_H03_TITLE,특이 위협 신호 · ENM042
MAP_ANOMALY_CH20_N06_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH20_N06_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH20_N06_DIALOGUE_02,ENM040: [왜곡된 적대 파장]
MAP_ANOMALY_CH20_N06_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH20_N06_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH20_N06_TITLE,특이 위협 신호 · ENM040
MAP_ANOMALY_CH20_N13_BODY,경로를 봉쇄하는 특이 반응이 감지되었습니다. 신호를 분석한 뒤 전투 구역으로 진입합니다.
MAP_ANOMALY_CH20_N13_DIALOGUE_01,경로 앞의 반응은 일반 개체와 다릅니다. 가까이 가면 전투가 시작됩니다.
MAP_ANOMALY_CH20_N13_DIALOGUE_02,ENM041: [왜곡된 적대 파장]
MAP_ANOMALY_CH20_N13_DIALOGUE_03,"신호를 고정했습니다. 이 창을 닫으면 전투 개시이며, 승리 전에는 아무 상태도 확정되지 않습니다."
MAP_ANOMALY_CH20_N13_OUTCOME,승리 시 위협 신호 안정화 · 영입/보상은 없음
MAP_ANOMALY_CH20_N13_TITLE,특이 위협 신호 · ENM041
MAP_BOSS_CH01_H03_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH01_H03_TITLE,백야 감시선
MAP_BOSS_CH01_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH01_H05_TITLE,끊긴 등불 · 심층
MAP_BOSS_CH01_H10_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH01_H10_TITLE,심야 공명선
MAP_BOSS_CH01_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH01_N20_TITLE,끊긴 등불
MAP_BOSS_CH02_H05_SUBTITLE,지하 회송실 최심부 · 빈자리 편성 명령
MAP_BOSS_CH02_H05_TITLE,회송 편성핵 정지
MAP_BOSS_CH02_H10_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH02_H10_TITLE,회송 편성 최심부
MAP_BOSS_CH02_N10_SUBTITLE,회송선 중앙 분기장 · 역방향 절차 관리자
MAP_BOSS_CH02_N10_TITLE,중앙 역행 개찰
MAP_BOSS_CH02_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH02_N20_TITLE,되감기는 종착선
MAP_BOSS_CH03_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH03_H05_TITLE,유리평원의 야간열차 · 심층
MAP_BOSS_CH03_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH03_N20_TITLE,유리평원의 야간열차
MAP_BOSS_CH04_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH04_H05_TITLE,침수된 신호원 · 심층
MAP_BOSS_CH04_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH04_N20_TITLE,침수된 신호원
MAP_BOSS_CH05_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH05_H05_TITLE,회백도시 봉쇄선 · 심층
MAP_BOSS_CH05_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH05_N20_TITLE,회백도시 봉쇄선
MAP_BOSS_CH06_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH06_H05_TITLE,하늘교량의 낙뢰 · 심층
MAP_BOSS_CH06_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH06_N20_TITLE,하늘교량의 낙뢰
MAP_BOSS_CH07_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH07_H05_TITLE,설원에 묻힌 방송 · 심층
MAP_BOSS_CH07_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH07_N20_TITLE,설원에 묻힌 방송
MAP_BOSS_CH08_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH08_H05_TITLE,붉은 채굴궤도 · 심층
MAP_BOSS_CH08_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH08_N20_TITLE,붉은 채굴궤도
MAP_BOSS_CH09_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH09_H05_TITLE,잠든 역무국 · 심층
MAP_BOSS_CH09_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH09_N20_TITLE,잠든 역무국
MAP_BOSS_CH10_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH10_H05_TITLE,쌍월 환승로 · 심층
MAP_BOSS_CH10_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH10_N20_TITLE,쌍월 환승로
MAP_BOSS_CH11_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH11_H05_TITLE,검은 조류 방파선 · 심층
MAP_BOSS_CH11_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH11_N20_TITLE,검은 조류 방파선
MAP_BOSS_CH12_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH12_H05_TITLE,무명성당의 열쇠 · 심층
MAP_BOSS_CH12_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH12_N20_TITLE,무명성당의 열쇠
MAP_BOSS_CH13_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH13_H05_TITLE,사막의 유령 시간표 · 심층
MAP_BOSS_CH13_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH13_N20_TITLE,사막의 유령 시간표
MAP_BOSS_CH14_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH14_H05_TITLE,반전된 수도권 · 심층
MAP_BOSS_CH14_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH14_N20_TITLE,반전된 수도권
MAP_BOSS_CH15_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH15_H05_TITLE,제로 신호의 정원 · 심층
MAP_BOSS_CH15_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH15_N20_TITLE,제로 신호의 정원
MAP_BOSS_CH16_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH16_H05_TITLE,철도왕관 내전 · 심층
MAP_BOSS_CH16_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH16_N20_TITLE,철도왕관 내전
MAP_BOSS_CH17_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH17_H05_TITLE,잔광의 도서고 · 심층
MAP_BOSS_CH17_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH17_N20_TITLE,잔광의 도서고
MAP_BOSS_CH18_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH18_H05_TITLE,종말선 전야 · 심층
MAP_BOSS_CH18_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH18_N20_TITLE,종말선 전야
MAP_BOSS_CH19_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH19_H05_TITLE,꺼지지 않는 원환 · 심층
MAP_BOSS_CH19_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH19_N20_TITLE,꺼지지 않는 원환
MAP_BOSS_CH20_H05_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH20_H05_TITLE,마지막 등불 · 심층
MAP_BOSS_CH20_N20_SUBTITLE,고유 보스 신호 · 경로 최종 방어선
MAP_BOSS_CH20_N20_TITLE,마지막 등불
MAP_BOSS_CONTACT_CAPTION,위협 신호 · 특이 개체 감지
MAP_BOSS_N10_EVENT_TITLE,심층 신호 차단
MAP_BOSS_N10_SUBTITLE,중계 구역 최심부 · 접근 통제 개체
MAP_BOSS_UNKNOWN_NAME,미확인 위협
MAP_BOSS_UNKNOWN_SUBTITLE,신호 판독 중
MAP_CONTACT_CH01_N08_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH01_N08_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH01_N08_DIALOGUE_02,베라입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH01_N08_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH01_N08_OUTCOME,작전 승리 누적 후 합류 · 베라 1회
MAP_CONTACT_CH01_N08_TITLE,특별 신호 · 베라
MAP_CONTACT_CH02_N19_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH02_N19_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH02_N19_DIALOGUE_02,이리입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH02_N19_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH02_N19_OUTCOME,작전 승리 누적 후 합류 · 이리 1회
MAP_CONTACT_CH02_N19_TITLE,특별 신호 · 이리
MAP_CONTACT_CH03_N10_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH03_N10_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH03_N10_DIALOGUE_02,토아입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH03_N10_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH03_N10_OUTCOME,작전 승리 누적 후 합류 · 토아 1회
MAP_CONTACT_CH03_N10_TITLE,특별 신호 · 토아
MAP_CONTACT_CH04_N12_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH04_N12_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH04_N12_DIALOGUE_02,리브입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH04_N12_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH04_N12_OUTCOME,작전 승리 누적 후 합류 · 리브 1회
MAP_CONTACT_CH04_N12_TITLE,특별 신호 · 리브
MAP_CONTACT_CH05_N09_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH05_N09_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH05_N09_DIALOGUE_02,세온입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH05_N09_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH05_N09_OUTCOME,작전 승리 누적 후 합류 · 세온 2회
MAP_CONTACT_CH05_N09_TITLE,특별 신호 · 세온
MAP_CONTACT_CH06_N13_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH06_N13_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH06_N13_DIALOGUE_02,아델린입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH06_N13_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH06_N13_OUTCOME,작전 승리 누적 후 합류 · 아델린 2회
MAP_CONTACT_CH06_N13_TITLE,특별 신호 · 아델린
MAP_CONTACT_CH07_N11_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH07_N11_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH07_N11_DIALOGUE_02,키르입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH07_N11_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH07_N11_OUTCOME,작전 승리 누적 후 합류 · 키르 2회
MAP_CONTACT_CH07_N11_TITLE,특별 신호 · 키르
MAP_CONTACT_CH08_N14_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH08_N14_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH08_N14_DIALOGUE_02,레마입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH08_N14_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH08_N14_OUTCOME,작전 승리 누적 후 합류 · 레마 2회
MAP_CONTACT_CH08_N14_TITLE,특별 신호 · 레마
MAP_CONTACT_CH09_N10_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH09_N10_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH09_N10_DIALOGUE_02,베온입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH09_N10_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH09_N10_OUTCOME,작전 승리 누적 후 합류 · 베온 2회
MAP_CONTACT_CH09_N10_TITLE,특별 신호 · 베온
MAP_CONTACT_CH10_N15_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH10_N15_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH10_N15_DIALOGUE_02,하르트입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH10_N15_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH10_N15_OUTCOME,작전 승리 누적 후 합류 · 하르트 2회
MAP_CONTACT_CH10_N15_TITLE,특별 신호 · 하르트
MAP_CONTACT_CH11_N11_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH11_N11_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH11_N11_DIALOGUE_02,오르사입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH11_N11_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH11_N11_OUTCOME,작전 승리 누적 후 합류 · 오르사 2회
MAP_CONTACT_CH11_N11_TITLE,특별 신호 · 오르사
MAP_CONTACT_CH12_N13_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH12_N13_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH12_N13_DIALOGUE_02,티엘입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH12_N13_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH12_N13_OUTCOME,작전 승리 누적 후 합류 · 티엘 2회
MAP_CONTACT_CH12_N13_TITLE,특별 신호 · 티엘
MAP_CONTACT_CH13_N09_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH13_N09_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH13_N09_DIALOGUE_02,리아스입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH13_N09_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH13_N09_OUTCOME,작전 승리 누적 후 합류 · 리아스 2회
MAP_CONTACT_CH13_N09_TITLE,특별 신호 · 리아스
MAP_CONTACT_CH14_N14_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH14_N14_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH14_N14_DIALOGUE_02,페린입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH14_N14_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH14_N14_OUTCOME,작전 승리 누적 후 합류 · 페린 3회
MAP_CONTACT_CH14_N14_TITLE,특별 신호 · 페린
MAP_CONTACT_CH15_N12_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH15_N12_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH15_N12_DIALOGUE_02,카른입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH15_N12_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH15_N12_OUTCOME,작전 승리 누적 후 합류 · 카른 3회
MAP_CONTACT_CH15_N12_TITLE,특별 신호 · 카른
MAP_CONTACT_CH16_N15_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH16_N15_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH16_N15_DIALOGUE_02,노아르입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH16_N15_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH16_N15_OUTCOME,작전 승리 누적 후 합류 · 노아르 3회
MAP_CONTACT_CH16_N15_TITLE,특별 신호 · 노아르
MAP_CONTACT_CH17_N10_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH17_N10_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH17_N10_DIALOGUE_02,세브입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH17_N10_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH17_N10_OUTCOME,작전 승리 누적 후 합류 · 세브 3회
MAP_CONTACT_CH17_N10_TITLE,특별 신호 · 세브
MAP_CONTACT_CH18_N16_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH18_N16_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH18_N16_DIALOGUE_02,유리엔입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH18_N16_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH18_N16_OUTCOME,작전 승리 누적 후 합류 · 유리엔 4회
MAP_CONTACT_CH18_N16_TITLE,특별 신호 · 유리엔
MAP_CONTACT_CH19_N14_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH19_N14_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH19_N14_DIALOGUE_02,모엔입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH19_N14_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH19_N14_OUTCOME,작전 승리 누적 후 합류 · 모엔 4회
MAP_CONTACT_CH19_N14_TITLE,특별 신호 · 모엔
MAP_CONTACT_CH20_N17_BODY,왜곡된 회송 신호 속에서 동료의 구조 좌표가 겹쳐진다. 접촉을 마치면 이 조우의 진짜 응답을 확인할 수 있다.
MAP_CONTACT_CH20_N17_DIALOGUE_01,미확인 신호를 포착했습니다. 전투 구역에 진입하기 전에 응답 주체를 확인합니다.
MAP_CONTACT_CH20_N17_DIALOGUE_02,라벤트입니다. 신호가 적대 개체에 붙잡혀 있습니다. 길을 열면 합류하겠습니다.
MAP_CONTACT_CH20_N17_DIALOGUE_03,영입 여부와 보상은 전투 승리 뒤에만 확정됩니다. 편성을 정비하고 접촉을 개시합니다.
MAP_CONTACT_CH20_N17_OUTCOME,작전 승리 누적 후 합류 · 라벤트 5회
MAP_CONTACT_CH20_N17_TITLE,특별 신호 · 라벤트
MAP_EVENT_BROKEN_SWITCH_BODY,손상된 분기 장치가 짧은 우회로와 연결되어 있다.
MAP_EVENT_BROKEN_SWITCH_RESTORE,신호를 복구한다
MAP_EVENT_BROKEN_SWITCH_SALVAGE,부품을 회수한다
MAP_EVENT_BROKEN_SWITCH_TITLE,끊긴 분기 스위치
MAP_EVENT_COAST_LOG_BODY,파도 아래의 빛이 다음 복구 지점을 잠시 비춘다.
MAP_EVENT_COAST_LOG_LEAVE,지나간다
MAP_EVENT_COAST_LOG_SYNC,기록을 동기화한다
MAP_EVENT_COAST_LOG_TITLE,해안 관측 기록
MAP_EVENT_COMMAND_NAME,등로단 통신
MAP_EVENT_CONTACT_SIGNAL,특별 신호 조우
MAP_EVENT_CRYSTAL_TRACE_BODY,수정 군락의 미세한 진동이 북쪽 샛길을 가리킨다.
MAP_EVENT_CRYSTAL_TRACE_INVESTIGATE,조사한다
MAP_EVENT_CRYSTAL_TRACE_PASS,지나간다
MAP_EVENT_CRYSTAL_TRACE_TITLE,잔광 수정의 흔적
MAP_EVENT_DEFAULT_BODY,주변의 작은 변화가 탐색을 유도합니다.
MAP_EVENT_DEFAULT_CHOICE_PRIMARY,조사한다
MAP_EVENT_DEFAULT_CHOICE_SECONDARY,지나간다
MAP_EVENT_DEFAULT_TITLE,탐색 기록
MAP_EVENT_DIALOGUE_BATTLE,전투 개시
MAP_EVENT_DIALOGUE_HINT,화면을 누르거나 다음을 선택해 사건을 진행합니다.
MAP_EVENT_DIALOGUE_NEXT,다음
MAP_EVENT_DIALOGUE_SKIP,대화 건너뛰기
MAP_EVENT_ENEMY_SIGNAL_NAME,위협 신호
MAP_EVENT_MOVE_TO,탐색 지점으로 이동
MAP_EVENT_RELAY_TOA_BODY,중계선을 혼자 복구하던 탐사대원이 응답한다. 조우를 마치면 다음 신호를 함께 추적한다.
